ID,Classe_ABC,Peso,Data,Previsione_Qty,Previsione_Valore
Product_0173_Whse_J,C,3.2073277690801962,2017-01-23,11.6,37.21
Product_0173_Whse_J,C,3.2073277690801962,2017-01-30,11.6,37.21
Product_0173_Whse_J,C,3.2073277690801962,2017-02-06,11.6,37.21
Product_0174_Whse_J,C,3.2073277690801962,2017-01-16,199.9,641.14
Product_0174_Whse_J,C,3.2073277690801962,2017-01-23,199.9,641.14
Product_0174_Whse_J,C,3.2073277690801962,2017-01-30,199.9,641.14
Product_0174_Whse_J,C,3.2073277690801962,2017-02-06,199.9,641.14
Product_0175_Whse_J,C,3.2073277690801962,2017-01-16,68.7,220.34
Product_0175_Whse_J,C,3.2073277690801962,2017-01-23,68.7,220.34
Product_0175_Whse_J,C,3.2073277690801962,2017-01-30,68.7,220.34
Product_0175_Whse_J,C,3.2073277690801962,2017-02-06,68.7,220.34
Product_0176_Whse_J,C,3.2073277690801962,2017-01-16,49.4,158.44
Product_0176_Whse_J,C,3.2073277690801962,2017-01-23,49.4,158.44
Product_0176_Whse_J,C,3.2073277690801962,2017-01-30,49.4,158.44
Product_0176_Whse_J,C,3.2073277690801962,2017-02-06,49.4,158.44
Product_0177_Whse_J,C,3.2073277690801962,2017-01-16,48.2,154.59
Product_0177_Whse_J,C,3.2073277690801962,2017-01-23,48.2,154.59
Product_0177_Whse_J,C,3.2073277690801962,2017-01-30,48.2,154.59
Product_0177_Whse_J,C,3.2073277690801962,2017-02-06,48.2,154.59
Product_0178_Whse_J,C,4.820477941691253,2017-01-16,3031.4,14612.8
Product_0178_Whse_J,C,4.820477941691253,2017-01-23,3031.4,14612.8
Product_0178_Whse_J,C,4.820477941691253,2017-01-30,3031.4,14612.8
Product_0178_Whse_J,C,4.820477941691253,2017-02-06,3031.4,14612.8
Product_0178_Whse_S,C,4.820477941691253,2017-01-16,9.4,45.31
Product_0178_Whse_S,C,4.820477941691253,2017-01-23,9.4,45.31
Product_0178_Whse_S,C,4.820477941691253,2017-01-30,9.4,45.31
Product_0178_Whse_S,C,4.820477941691253,2017-02-06,9.4,45.31
Product_0179_Whse_J,C,4.820477941691253,2017-01-16,589.6,2842.15
Product_0179_Whse_J,C,4.820477941691253,2017-01-23,589.6,2842.15
Product_0179_Whse_J,C,4.820477941691253,2017-01-30,589.6,2842.15
Product_0179_Whse_J,C,4.820477941691253,2017-02-06,589.6,2842.15
Product_0179_Whse_S,C,4.820477941691253,2017-01-16,13.1,63.15
Product_0179_Whse_S,C,4.820477941691253,2017-01-23,13.1,63.15
Product_0179_Whse_S,C,4.820477941691253,2017-01-30,13.1,63.15
Product_0179_Whse_S,C,4.820477941691253,2017-02-06,13.1,63.15
Product_0180_Whse_J,C,4.820477941691253,2017-01-16,14.8,71.34
Product_0180_Whse_J,C,4.820477941691253,2017-01-23,14.8,71.34
Product_0180_Whse_J,C,4.820477941691253,2017-01-30,14.8,71.34
Product_0180_Whse_J,C,4.820477941691253,2017-02-06,14.8,71.34
Product_0181_Whse_J,C,4.820477941691253,2017-01-16,220.4,1062.43
Product_0181_Whse_J,C,4.820477941691253,2017-01-23,220.4,1062.43
Product_0181_Whse_J,C,4.820477941691253,2017-01-30,220.4,1062.43
Product_0181_Whse_J,C,4.820477941691253,2017-02-06,220.4,1062.43
Product_0182_Whse_J,C,4.820477941691253,2017-01-16,53.1,255.97
Product_0182_Whse_J,C,4.820477941691253,2017-01-23,53.1,255.97
Product_0182_Whse_J,C,4.820477941691253,2017-01-30,53.1,255.97
Product_0182_Whse_J,C,4.820477941691253,2017-02-06,53.1,255.97
Product_0183_Whse_J,C,4.820477941691253,2017-01-16,554.2,2671.51
Product_0183_Whse_J,C,4.820477941691253,2017-01-23,554.2,2671.51
Product_0183_Whse_J,C,4.820477941691253,2017-01-30,554.2,2671.51
Product_0183_Whse_J,C,4.820477941691253,2017-02-06,554.2,2671.51
Product_0184_Whse_J,C,4.820477941691253,2017-01-16,87.7,422.76
Product_0184_Whse_J,C,4.820477941691253,2017-01-23,87.7,422.76
Product_0184_Whse_J,C,4.820477941691253,2017-01-30,87.7,422.76
Product_0184_Whse_J,C,4.820477941691253,2017-02-06,87.7,422.76
Product_0185_Whse_J,C,4.820477941691253,2017-01-16,324.9,1566.17
Product_0185_Whse_J,C,4.820477941691253,2017-01-23,324.9,1566.17
Product_0185_Whse_J,C,4.820477941691253,2017-01-30,324.9,1566.17
Product_0185_Whse_J,C,4.820477941691253,2017-02-06,324.9,1566.17
Product_0186_Whse_J,C,4.820477941691253,2017-01-16,43.1,207.76
Product_0186_Whse_J,C,4.820477941691253,2017-01-23,43.1,207.76
Product_0186_Whse_J,C,4.820477941691253,2017-01-30,43.1,207.76
Product_0186_Whse_J,C,4.820477941691253,2017-02-06,43.1,207.76
Product_0187_Whse_J,C,4.820477941691253,2017-01-16,299.3,1442.77
Product_0187_Whse_J,C,4.820477941691253,2017-01-23,299.3,1442.77
Product_0187_Whse_J,C,4.820477941691253,2017-01-30,299.3,1442.77
Product_0187_Whse_J,C,4.820477941691253,2017-02-06,299.3,1442.77
Product_0188_Whse_J,C,4.820477941691253,2017-01-16,312.5,1506.4
Product_0188_Whse_J,C,4.820477941691253,2017-01-23,312.5,1506.4
Product_0188_Whse_J,C,4.820477941691253,2017-01-30,312.5,1506.4
Product_0188_Whse_J,C,4.820477941691253,2017-02-06,312.5,1506.4
Product_0189_Whse_A,C,4.820477941691253,2017-01-16,41.4,199.57
Product_0189_Whse_A,C,4.820477941691253,2017-01-23,41.4,199.57
Product_0189_Whse_A,C,4.820477941691253,2017-01-30,41.4,199.57
Product_0189_Whse_A,C,4.820477941691253,2017-02-06,41.4,199.57
Product_0190_Whse_A,C,4.820477941691253,2017-01-16,164.4,792.49
Product_0190_Whse_A,C,4.820477941691253,2017-01-23,164.4,792.49
Product_0190_Whse_A,C,4.820477941691253,2017-01-30,164.4,792.49
Product_0190_Whse_A,C,4.820477941691253,2017-02-06,164.4,792.49
Product_0191_Whse_A,C,4.820477941691253,2017-01-16,25.3,121.96
Product_0191_Whse_A,C,4.820477941691253,2017-01-23,25.3,121.96
Product_0191_Whse_A,C,4.820477941691253,2017-01-30,25.3,121.96
Product_0191_Whse_A,C,4.820477941691253,2017-02-06,25.3,121.96
Product_0191_Whse_C,C,4.820477941691253,2017-01-16,3890.2,18752.62
Product_0191_Whse_C,C,4.820477941691253,2017-01-23,3890.2,18752.62
Product_0191_Whse_C,C,4.820477941691253,2017-01-30,3890.2,18752.62
Product_0191_Whse_C,C,4.820477941691253,2017-02-06,3890.2,18752.62
Product_0192_Whse_C,C,4.820477941691253,2017-01-16,273.6,1318.88
Product_0192_Whse_C,C,4.820477941691253,2017-01-23,273.6,1318.88
Product_0192_Whse_C,C,4.820477941691253,2017-01-30,273.6,1318.88
Product_0192_Whse_C,C,4.820477941691253,2017-02-06,273.6,1318.88
Product_0193_Whse_A,C,4.820477941691253,2017-01-16,31.7,152.81
Product_0193_Whse_A,C,4.820477941691253,2017-01-23,31.7,152.81
Product_0193_Whse_A,C,4.820477941691253,2017-01-30,31.7,152.81
Product_0193_Whse_A,C,4.820477941691253,2017-02-06,31.7,152.81
Product_0193_Whse_C,C,4.820477941691253,2017-01-16,1591.6,7672.27
Product_0193_Whse_C,C,4.820477941691253,2017-01-23,1591.6,7672.27
Product_0193_Whse_C,C,4.820477941691253,2017-01-30,1591.6,7672.27
Product_0193_Whse_C,C,4.820477941691253,2017-02-06,1591.6,7672.27
Product_0194_Whse_C,C,4.820477941691253,2017-01-16,1442.8,6954.99
Product_0194_Whse_C,C,4.820477941691253,2017-01-23,1442.8,6954.99
Product_0194_Whse_C,C,4.820477941691253,2017-01-30,1442.8,6954.99
Product_0194_Whse_C,C,4.820477941691253,2017-02-06,1442.8,6954.99
Product_0195_Whse_C,C,4.820477941691253,2017-01-16,616.3,2970.86
Product_0195_Whse_C,C,4.820477941691253,2017-01-23,616.3,2970.86
Product_0195_Whse_C,C,4.820477941691253,2017-01-30,616.3,2970.86
Product_0195_Whse_C,C,4.820477941691253,2017-02-06,616.3,2970.86
Product_0196_Whse_J,C,4.820477941691253,2017-01-16,111.9,539.41
Product_0196_Whse_J,C,4.820477941691253,2017-01-23,111.9,539.41
Product_0196_Whse_J,C,4.820477941691253,2017-01-30,111.9,539.41
Product_0196_Whse_J,C,4.820477941691253,2017-02-06,111.9,539.41
Product_0197_Whse_J,C,4.820477941691253,2017-01-16,37.3,179.8
Product_0197_Whse_J,C,4.820477941691253,2017-01-23,37.3,179.8
Product_0197_Whse_J,C,4.820477941691253,2017-01-30,37.3,179.8
Product_0197_Whse_J,C,4.820477941691253,2017-02-06,37.3,179.8
Product_0198_Whse_J,C,4.820477941691253,2017-01-16,8.3,40.01
Product_0198_Whse_J,C,4.820477941691253,2017-01-23,8.3,40.01
Product_0198_Whse_J,C,4.820477941691253,2017-01-30,8.3,40.01
Product_0198_Whse_J,C,4.820477941691253,2017-02-06,8.3,40.01
Product_0199_Whse_J,C,4.820477941691253,2017-01-16,33.0,159.08
Product_0199_Whse_J,C,4.820477941691253,2017-01-23,33.0,159.08
Product_0199_Whse_J,C,4.820477941691253,2017-01-30,33.0,159.08
Product_0199_Whse_J,C,4.820477941691253,2017-02-06,33.0,159.08
Product_0200_Whse_A,C,4.820477941691253,2017-01-16,1948.5,9392.7
Product_0200_Whse_A,C,4.820477941691253,2017-01-23,1948.5,9392.7
Product_0200_Whse_A,C,4.820477941691253,2017-01-30,1948.5,9392.7
Product_0200_Whse_A,C,4.820477941691253,2017-02-06,1948.5,9392.7
Product_0200_Whse_C,C,4.820477941691253,2017-01-16,107.5,518.2
Product_0200_Whse_C,C,4.820477941691253,2017-01-23,107.5,518.2
Product_0200_Whse_C,C,4.820477941691253,2017-01-30,107.5,518.2
Product_0200_Whse_C,C,4.820477941691253,2017-02-06,107.5,518.2
Product_0200_Whse_J,C,4.820477941691253,2017-01-16,177.6,856.12
Product_0200_Whse_J,C,4.820477941691253,2017-01-23,177.6,856.12
Product_0200_Whse_J,C,4.820477941691253,2017-01-30,177.6,856.12
Product_0200_Whse_J,C,4.820477941691253,2017-02-06,177.6,856.12
Product_0200_Whse_S,C,4.820477941691253,2017-01-16,130.9,631.0
Product_0200_Whse_S,C,4.820477941691253,2017-01-23,130.9,631.0
Product_0200_Whse_S,C,4.820477941691253,2017-01-30,130.9,631.0
Product_0200_Whse_S,C,4.820477941691253,2017-02-06,130.9,631.0
Product_0201_Whse_A,C,4.820477941691253,2017-01-16,542.1,2613.18
Product_0201_Whse_A,C,4.820477941691253,2017-01-23,542.1,2613.18
Product_0201_Whse_A,C,4.820477941691253,2017-01-30,542.1,2613.18
Product_0201_Whse_A,C,4.820477941691253,2017-02-06,542.1,2613.18
Product_0202_Whse_A,C,4.820477941691253,2017-01-16,650.4,3135.24
Product_0202_Whse_A,C,4.820477941691253,2017-01-23,650.4,3135.24
Product_0202_Whse_A,C,4.820477941691253,2017-01-30,650.4,3135.24
Product_0202_Whse_A,C,4.820477941691253,2017-02-06,650.4,3135.24
Product_0202_Whse_C,C,4.820477941691253,2017-01-16,11002.8,53038.75
Product_0202_Whse_C,C,4.820477941691253,2017-01-23,11002.8,53038.75
Product_0202_Whse_C,C,4.820477941691253,2017-01-30,11002.8,53038.75
Product_0202_Whse_C,C,4.820477941691253,2017-02-06,11002.8,53038.75
Product_0202_Whse_S,C,4.820477941691253,2017-01-16,115.9,558.69
Product_0202_Whse_S,C,4.820477941691253,2017-01-23,115.9,558.69
Product_0202_Whse_S,C,4.820477941691253,2017-01-30,115.9,558.69
Product_0202_Whse_S,C,4.820477941691253,2017-02-06,115.9,558.69
Product_0203_Whse_A,C,4.820477941691253,2017-01-16,58.3,281.03
Product_0203_Whse_A,C,4.820477941691253,2017-01-23,58.3,281.03
Product_0203_Whse_A,C,4.820477941691253,2017-01-30,58.3,281.03
Product_0203_Whse_A,C,4.820477941691253,2017-02-06,58.3,281.03
Product_0204_Whse_A,C,4.820477941691253,2017-01-16,258.1,1244.17
Product_0204_Whse_A,C,4.820477941691253,2017-01-23,258.1,1244.17
Product_0204_Whse_A,C,4.820477941691253,2017-01-30,258.1,1244.17
Product_0204_Whse_A,C,4.820477941691253,2017-02-06,258.1,1244.17
Product_0204_Whse_C,C,4.820477941691253,2017-01-16,292.0,1407.58
Product_0204_Whse_C,C,4.820477941691253,2017-01-23,292.0,1407.58
Product_0204_Whse_C,C,4.820477941691253,2017-01-30,292.0,1407.58
Product_0204_Whse_C,C,4.820477941691253,2017-02-06,292.0,1407.58
Product_0204_Whse_S,C,4.820477941691253,2017-01-16,126.0,607.38
Product_0204_Whse_S,C,4.820477941691253,2017-01-23,126.0,607.38
Product_0204_Whse_S,C,4.820477941691253,2017-01-30,126.0,607.38
Product_0204_Whse_S,C,4.820477941691253,2017-02-06,126.0,607.38
Product_0205_Whse_A,C,4.820477941691253,2017-01-16,55.7,268.5
Product_0205_Whse_A,C,4.820477941691253,2017-01-23,55.7,268.5
Product_0205_Whse_A,C,4.820477941691253,2017-01-30,55.7,268.5
Product_0205_Whse_A,C,4.820477941691253,2017-02-06,55.7,268.5
Product_0206_Whse_A,C,4.820477941691253,2017-01-16,755.0,3639.46
Product_0206_Whse_A,C,4.820477941691253,2017-01-23,755.0,3639.46
Product_0206_Whse_A,C,4.820477941691253,2017-01-30,755.0,3639.46
Product_0206_Whse_A,C,4.820477941691253,2017-02-06,755.0,3639.46
Product_0206_Whse_C,C,4.820477941691253,2017-01-16,2947.6,14208.84
Product_0206_Whse_C,C,4.820477941691253,2017-01-23,2947.6,14208.84
Product_0206_Whse_C,C,4.820477941691253,2017-01-30,2947.6,14208.84
Product_0206_Whse_C,C,4.820477941691253,2017-02-06,2947.6,14208.84
Product_0206_Whse_S,C,4.820477941691253,2017-01-16,34.7,167.27
Product_0206_Whse_S,C,4.820477941691253,2017-01-23,34.7,167.27
Product_0206_Whse_S,C,4.820477941691253,2017-01-30,34.7,167.27
Product_0206_Whse_S,C,4.820477941691253,2017-02-06,34.7,167.27
Product_0207_Whse_A,C,4.820477941691253,2017-01-16,174.5,841.17
Product_0207_Whse_A,C,4.820477941691253,2017-01-23,174.5,841.17
Product_0207_Whse_A,C,4.820477941691253,2017-01-30,174.5,841.17
Product_0207_Whse_A,C,4.820477941691253,2017-02-06,174.5,841.17
Product_0208_Whse_A,C,4.820477941691253,2017-01-16,95.1,458.43
Product_0208_Whse_A,C,4.820477941691253,2017-01-23,95.1,458.43
Product_0208_Whse_A,C,4.820477941691253,2017-01-30,95.1,458.43
Product_0208_Whse_A,C,4.820477941691253,2017-02-06,95.1,458.43
Product_0208_Whse_C,C,4.820477941691253,2017-01-16,173.3,835.39
Product_0208_Whse_C,C,4.820477941691253,2017-01-23,173.3,835.39
Product_0208_Whse_C,C,4.820477941691253,2017-01-30,173.3,835.39
Product_0208_Whse_C,C,4.820477941691253,2017-02-06,173.3,835.39
Product_0208_Whse_S,C,4.820477941691253,2017-01-16,4.3,20.73
Product_0208_Whse_S,C,4.820477941691253,2017-01-23,4.3,20.73
Product_0208_Whse_S,C,4.820477941691253,2017-01-30,4.3,20.73
Product_0208_Whse_S,C,4.820477941691253,2017-02-06,4.3,20.73
Product_0209_Whse_A,C,4.820477941691253,2017-01-16,77.5,373.59
Product_0209_Whse_A,C,4.820477941691253,2017-01-23,77.5,373.59
Product_0209_Whse_A,C,4.820477941691253,2017-01-30,77.5,373.59
Product_0209_Whse_A,C,4.820477941691253,2017-02-06,77.5,373.59
Product_0209_Whse_C,C,4.820477941691253,2017-01-16,1798.5,8669.63
Product_0209_Whse_C,C,4.820477941691253,2017-01-23,1798.5,8669.63
Product_0209_Whse_C,C,4.820477941691253,2017-01-30,1798.5,8669.63
Product_0209_Whse_C,C,4.820477941691253,2017-02-06,1798.5,8669.63
Product_0209_Whse_S,C,4.820477941691253,2017-01-16,41.2,198.6
Product_0209_Whse_S,C,4.820477941691253,2017-01-23,41.2,198.6
Product_0209_Whse_S,C,4.820477941691253,2017-01-30,41.2,198.6
Product_0209_Whse_S,C,4.820477941691253,2017-02-06,41.2,198.6
Product_0210_Whse_A,C,4.820477941691253,2017-01-16,70.8,341.29
Product_0210_Whse_A,C,4.820477941691253,2017-01-23,70.8,341.29
Product_0210_Whse_A,C,4.820477941691253,2017-01-30,70.8,341.29
Product_0210_Whse_A,C,4.820477941691253,2017-02-06,70.8,341.29
Product_0211_Whse_A,C,4.820477941691253,2017-01-16,582.4,2807.45
Product_0211_Whse_A,C,4.820477941691253,2017-01-23,582.4,2807.45
Product_0211_Whse_A,C,4.820477941691253,2017-01-30,582.4,2807.45
Product_0211_Whse_A,C,4.820477941691253,2017-02-06,582.4,2807.45
Product_0211_Whse_S,C,4.820477941691253,2017-01-16,3.2,15.43
Product_0211_Whse_S,C,4.820477941691253,2017-01-23,3.2,15.43
Product_0211_Whse_S,C,4.820477941691253,2017-01-30,3.2,15.43
Product_0211_Whse_S,C,4.820477941691253,2017-02-06,3.2,15.43
Product_0212_Whse_A,C,4.820477941691253,2017-01-16,297.8,1435.54
Product_0212_Whse_A,C,4.820477941691253,2017-01-23,297.8,1435.54
Product_0212_Whse_A,C,4.820477941691253,2017-01-30,297.8,1435.54
Product_0212_Whse_A,C,4.820477941691253,2017-02-06,297.8,1435.54
Product_0213_Whse_A,C,4.820477941691253,2017-01-16,100.2,483.01
Product_0213_Whse_A,C,4.820477941691253,2017-01-23,100.2,483.01
Product_0213_Whse_A,C,4.820477941691253,2017-01-30,100.2,483.01
Product_0213_Whse_A,C,4.820477941691253,2017-02-06,100.2,483.01
Product_0213_Whse_C,C,4.820477941691253,2017-01-16,470.4,2267.55
Product_0213_Whse_C,C,4.820477941691253,2017-01-23,470.4,2267.55
Product_0213_Whse_C,C,4.820477941691253,2017-01-30,470.4,2267.55
Product_0213_Whse_C,C,4.820477941691253,2017-02-06,470.4,2267.55
Product_0213_Whse_S,C,4.820477941691253,2017-01-16,33.2,160.04
Product_0213_Whse_S,C,4.820477941691253,2017-01-23,33.2,160.04
Product_0213_Whse_S,C,4.820477941691253,2017-01-30,33.2,160.04
Product_0213_Whse_S,C,4.820477941691253,2017-02-06,33.2,160.04
Product_0214_Whse_J,C,4.820477941691253,2017-01-16,2766.2,13334.41
Product_0214_Whse_J,C,4.820477941691253,2017-01-23,2766.2,13334.41
Product_0214_Whse_J,C,4.820477941691253,2017-01-30,2766.2,13334.41
Product_0214_Whse_J,C,4.820477941691253,2017-02-06,2766.2,13334.41
Product_0214_Whse_S,C,4.820477941691253,2017-01-16,181.3,873.95
Product_0214_Whse_S,C,4.820477941691253,2017-01-23,181.3,873.95
Product_0214_Whse_S,C,4.820477941691253,2017-01-30,181.3,873.95
Product_0214_Whse_S,C,4.820477941691253,2017-02-06,181.3,873.95
Product_0215_Whse_C,C,4.820477941691253,2017-01-16,687.4,3313.6
Product_0215_Whse_C,C,4.820477941691253,2017-01-23,687.4,3313.6
Product_0215_Whse_C,C,4.820477941691253,2017-01-30,687.4,3313.6
Product_0215_Whse_C,C,4.820477941691253,2017-02-06,687.4,3313.6
Product_0215_Whse_J,C,4.820477941691253,2017-01-16,649.3,3129.94
Product_0215_Whse_J,C,4.820477941691253,2017-01-23,649.3,3129.94
Product_0215_Whse_J,C,4.820477941691253,2017-01-30,649.3,3129.94
Product_0215_Whse_J,C,4.820477941691253,2017-02-06,649.3,3129.94
Product_0215_Whse_S,C,4.820477941691253,2017-01-16,228.2,1100.03
Product_0215_Whse_S,C,4.820477941691253,2017-01-23,228.2,1100.03
Product_0215_Whse_S,C,4.820477941691253,2017-01-30,228.2,1100.03
Product_0215_Whse_S,C,4.820477941691253,2017-02-06,228.2,1100.03
Product_0216_Whse_J,C,4.820477941691253,2017-01-16,9.5,45.79
Product_0216_Whse_J,C,4.820477941691253,2017-01-23,9.5,45.79
Product_0216_Whse_J,C,4.820477941691253,2017-01-30,9.5,45.79
Product_0216_Whse_J,C,4.820477941691253,2017-02-06,9.5,45.79
Product_0217_Whse_J,C,4.820477941691253,2017-01-16,442.5,2133.06
Product_0217_Whse_J,C,4.820477941691253,2017-01-23,442.5,2133.06
Product_0217_Whse_J,C,4.820477941691253,2017-01-30,442.5,2133.06
Product_0217_Whse_J,C,4.820477941691253,2017-02-06,442.5,2133.06
Product_0217_Whse_S,C,4.820477941691253,2017-01-16,6.0,28.92
Product_0217_Whse_S,C,4.820477941691253,2017-01-23,6.0,28.92
Product_0217_Whse_S,C,4.820477941691253,2017-01-30,6.0,28.92
Product_0217_Whse_S,C,4.820477941691253,2017-02-06,6.0,28.92
Product_0218_Whse_J,C,4.820477941691253,2017-01-16,33.7,162.45
Product_0218_Whse_J,C,4.820477941691253,2017-01-23,33.7,162.45
Product_0218_Whse_J,C,4.820477941691253,2017-01-30,33.7,162.45
Product_0218_Whse_J,C,4.820477941691253,2017-02-06,33.7,162.45
Product_0219_Whse_J,C,4.820477941691253,2017-01-16,888.6,4283.48
Product_0219_Whse_J,C,4.820477941691253,2017-01-23,888.6,4283.48
Product_0219_Whse_J,C,4.820477941691253,2017-01-30,888.6,4283.48
Product_0219_Whse_J,C,4.820477941691253,2017-02-06,888.6,4283.48
Product_0219_Whse_S,C,4.820477941691253,2017-01-16,52.4,252.59
Product_0219_Whse_S,C,4.820477941691253,2017-01-23,52.4,252.59
Product_0219_Whse_S,C,4.820477941691253,2017-01-30,52.4,252.59
Product_0219_Whse_S,C,4.820477941691253,2017-02-06,52.4,252.59
Product_0220_Whse_J,C,4.820477941691253,2017-01-16,171.9,828.64
Product_0220_Whse_J,C,4.820477941691253,2017-01-23,171.9,828.64
Product_0220_Whse_J,C,4.820477941691253,2017-01-30,171.9,828.64
Product_0220_Whse_J,C,4.820477941691253,2017-02-06,171.9,828.64
Product_0221_Whse_J,C,4.820477941691253,2017-01-16,87.7,422.76
Product_0221_Whse_J,C,4.820477941691253,2017-01-23,87.7,422.76
Product_0221_Whse_J,C,4.820477941691253,2017-01-30,87.7,422.76
Product_0221_Whse_J,C,4.820477941691253,2017-02-06,87.7,422.76
Product_0221_Whse_S,C,4.820477941691253,2017-01-16,5.1,24.58
Product_0221_Whse_S,C,4.820477941691253,2017-01-23,5.1,24.58
Product_0221_Whse_S,C,4.820477941691253,2017-01-30,5.1,24.58
Product_0221_Whse_S,C,4.820477941691253,2017-02-06,5.1,24.58
Product_0222_Whse_J,C,4.820477941691253,2017-01-16,39.7,191.37
Product_0222_Whse_J,C,4.820477941691253,2017-01-23,39.7,191.37
Product_0222_Whse_J,C,4.820477941691253,2017-01-30,39.7,191.37
Product_0222_Whse_J,C,4.820477941691253,2017-02-06,39.7,191.37
Product_0223_Whse_J,C,4.820477941691253,2017-01-16,112.1,540.38
Product_0223_Whse_J,C,4.820477941691253,2017-01-23,112.1,540.38
Product_0223_Whse_J,C,4.820477941691253,2017-01-30,112.1,540.38
Product_0223_Whse_J,C,4.820477941691253,2017-02-06,112.1,540.38
Product_0224_Whse_J,C,4.820477941691253,2017-01-16,142.7,687.88
Product_0224_Whse_J,C,4.820477941691253,2017-01-23,142.7,687.88
Product_0224_Whse_J,C,4.820477941691253,2017-01-30,142.7,687.88
Product_0224_Whse_J,C,4.820477941691253,2017-02-06,142.7,687.88
Product_0224_Whse_S,C,4.820477941691253,2017-01-16,7.8,37.6
Product_0224_Whse_S,C,4.820477941691253,2017-01-23,7.8,37.6
Product_0224_Whse_S,C,4.820477941691253,2017-01-30,7.8,37.6
Product_0224_Whse_S,C,4.820477941691253,2017-02-06,7.8,37.6
Product_0225_Whse_A,C,4.820477941691253,2017-01-16,1308.0,6305.19
Product_0225_Whse_A,C,4.820477941691253,2017-01-23,1308.0,6305.19
Product_0225_Whse_A,C,4.820477941691253,2017-01-30,1308.0,6305.19
Product_0225_Whse_A,C,4.820477941691253,2017-02-06,1308.0,6305.19
Product_0225_Whse_J,C,4.820477941691253,2017-01-16,288.5,1390.71
Product_0225_Whse_J,C,4.820477941691253,2017-01-23,288.5,1390.71
Product_0225_Whse_J,C,4.820477941691253,2017-01-30,288.5,1390.71
Product_0225_Whse_J,C,4.820477941691253,2017-02-06,288.5,1390.71
Product_0225_Whse_S,C,4.820477941691253,2017-01-16,15.8,76.16
Product_0225_Whse_S,C,4.820477941691253,2017-01-23,15.8,76.16
Product_0225_Whse_S,C,4.820477941691253,2017-01-30,15.8,76.16
Product_0225_Whse_S,C,4.820477941691253,2017-02-06,15.8,76.16
Product_0226_Whse_A,C,4.820477941691253,2017-01-16,194.8,939.03
Product_0226_Whse_A,C,4.820477941691253,2017-01-23,194.8,939.03
Product_0226_Whse_A,C,4.820477941691253,2017-01-30,194.8,939.03
Product_0226_Whse_A,C,4.820477941691253,2017-02-06,194.8,939.03
Product_0226_Whse_C,C,4.820477941691253,2017-01-16,1569.5,7565.74
Product_0226_Whse_C,C,4.820477941691253,2017-01-23,1569.5,7565.74
Product_0226_Whse_C,C,4.820477941691253,2017-01-30,1569.5,7565.74
Product_0226_Whse_C,C,4.820477941691253,2017-02-06,1569.5,7565.74
Product_0226_Whse_J,C,4.820477941691253,2017-01-16,122.5,590.51
Product_0226_Whse_J,C,4.820477941691253,2017-01-23,122.5,590.51
Product_0226_Whse_J,C,4.820477941691253,2017-01-30,122.5,590.51
Product_0226_Whse_J,C,4.820477941691253,2017-02-06,122.5,590.51
Product_0226_Whse_S,C,4.820477941691253,2017-01-16,145.5,701.38
Product_0226_Whse_S,C,4.820477941691253,2017-01-23,145.5,701.38
Product_0226_Whse_S,C,4.820477941691253,2017-01-30,145.5,701.38
Product_0226_Whse_S,C,4.820477941691253,2017-02-06,145.5,701.38
Product_0227_Whse_J,C,4.820477941691253,2017-01-16,115.1,554.84
Product_0227_Whse_J,C,4.820477941691253,2017-01-23,115.1,554.84
Product_0227_Whse_J,C,4.820477941691253,2017-01-30,115.1,554.84
Product_0227_Whse_J,C,4.820477941691253,2017-02-06,115.1,554.84
Product_0227_Whse_S,C,4.820477941691253,2017-01-16,8.5,40.97
Product_0227_Whse_S,C,4.820477941691253,2017-01-23,8.5,40.97
Product_0227_Whse_S,C,4.820477941691253,2017-01-30,8.5,40.97
Product_0227_Whse_S,C,4.820477941691253,2017-02-06,8.5,40.97
Product_0228_Whse_A,C,4.820477941691253,2017-01-16,478.7,2307.56
Product_0228_Whse_A,C,4.820477941691253,2017-01-23,478.7,2307.56
Product_0228_Whse_A,C,4.820477941691253,2017-01-30,478.7,2307.56
Product_0228_Whse_A,C,4.820477941691253,2017-02-06,478.7,2307.56
Product_0228_Whse_J,C,4.820477941691253,2017-01-16,95.0,457.95
Product_0228_Whse_J,C,4.820477941691253,2017-01-23,95.0,457.95
Product_0228_Whse_J,C,4.820477941691253,2017-01-30,95.0,457.95
Product_0228_Whse_J,C,4.820477941691253,2017-02-06,95.0,457.95
Product_0228_Whse_S,C,4.820477941691253,2017-01-16,3.7,17.84
Product_0228_Whse_S,C,4.820477941691253,2017-01-23,3.7,17.84
Product_0228_Whse_S,C,4.820477941691253,2017-01-30,3.7,17.84
Product_0228_Whse_S,C,4.820477941691253,2017-02-06,3.7,17.84
Product_0229_Whse_C,C,4.820477941691253,2017-01-16,141.9,684.03
Product_0229_Whse_C,C,4.820477941691253,2017-01-23,141.9,684.03
Product_0229_Whse_C,C,4.820477941691253,2017-01-30,141.9,684.03
Product_0229_Whse_C,C,4.820477941691253,2017-02-06,141.9,684.03
Product_0229_Whse_J,C,4.820477941691253,2017-01-16,20.8,100.27
Product_0229_Whse_J,C,4.820477941691253,2017-01-23,20.8,100.27
Product_0229_Whse_J,C,4.820477941691253,2017-01-30,20.8,100.27
Product_0229_Whse_J,C,4.820477941691253,2017-02-06,20.8,100.27
Product_0229_Whse_S,C,4.820477941691253,2017-01-16,13.2,63.63
